Name,Division,Records
Chase Waldon,Middleweight Division,11-3-0 (W-L-D)
Johnny Walker,Light Heavyweight Division,20-7-0 (W-L-D)
Donny Walker,Bantamweight Division,14-8-0 (W-L-D)
Brogan Walker,Women's Flyweight Division,8-4-0 (W-L-D)
Ben Wall,Lightweight Division,7-2-1 (W-L-D)
Rodney Wallace,Light Heavyweight Division,9-2-0 (W-L-D)
Crafton Wallace,Middleweight Division,13-2-1 (W-L-D)
Randall Wallace,Middleweight Division,15-7-0 (W-L-D)
James Wallace,Lightweight Division,9-2-0 (W-L-D)
Jimmy Wallhead,Welterweight Division,29-11-0 (W-L-D)
Cory Walmsley,Light Heavyweight Division,10-1-0 (W-L-D)
Rich Walsh,Welterweight Division,9-6-0 (W-L-D)
Patrick Walsh,Middleweight Division,5-3-0 (W-L-D)
Andy Wang,Lightweight Division,8-6-0 (W-L-D)
Joshua Wang-Kim,Bantamweight Division,0-1-0 (W-L-D)
Curt Warburton,Lightweight Division,7-3-0 (W-L-D)
Charlie Ward,Welterweight Division,3-3-0 (W-L-D)
Terrion Ware,Bantamweight Division,17-8-0 (W-L-D)
Ron Waterman,Heavyweight Division,16-6-0 (W-L-D)
Dominic Waters,Welterweight Division,9-5-0 (W-L-D)
Trey Waters,Welterweight Division,7-1-0 (W-L-D)
Michelle Waterson-Gomez,Women's Strawweight Division,18-11-0 (W-L-D)
Tom Watson,Middleweight Division,17-9-0 (W-L-D)
Walel Watson,Bantamweight Division,9-5-0 (W-L-D)
Kyle Watson,Lightweight Division,16-8-1 (W-L-D)
Brok Weaver,Lightweight Division,15-6-0 (W-L-D)
Jonavin Webb,Welterweight Division,8-2-0 (W-L-D)
Royston Wee,Bantamweight Division,4-1-0 (W-L-D)
Darian Weeks,Welterweight Division,5-3-0 (W-L-D)
Joshua Weems,Bantamweight Division,11-3-0 (W-L-D)
Chris Weidman,Middleweight Division,15-6-0 (W-L-D)
Mark Weir,Middleweight Division,17-2-0 (W-L-D)
Christian Wellisch,Light Heavyweight Division,9-4-0 (W-L-D)
Jeremiah Wells,Welterweight Division,12-2-1 (W-L-D)
Orlando Welt,,0-0-0 (W-L-D)
Fabricio Werdum,Heavyweight Division,24-8-1 (W-L-D)
Mike Wessel,Heavyweight Division,6-1-0 (W-L-D)
Sheldon Westcott,Welterweight Division,10-3-1 (W-L-D)
Vernon White,Light Heavyweight Division,11-9-1 (W-L-D)
Alex White,Lightweight Division,13-6-0 (W-L-D)
Craig White,Welterweight Division,14-9-0 (W-L-D)
Patrik White,Lightweight Division,0-1-0 (W-L-D)
Rob Whiteford,Featherweight Division,12-4-0 (W-L-D)
Mike Whitehead,Light Heavyweight Division,9-6-0 (W-L-D)
Garett Whiteley,Lightweight Division,8-3-0 (W-L-D)
Emily Whitmire,Women's Flyweight Division,4-5-0 (W-L-D)
Robert Whittaker,Middleweight Division,25-6-0 (W-L-D)
Josh Wick,Lightweight Division,0-1-0 (W-L-D)
Adam Wieczorek,Heavyweight Division,10-2-0 (W-L-D)
Jonathan Wiezorek,Heavyweight Division,7-1-0 (W-L-D)
Justin Wilcox,Lightweight Division,0-0-0 (W-L-D)
Mike Wilkinson,Featherweight Division,9-2-0 (W-L-D)
Aaron Wilkinson,Lightweight Division,6-4-0 (W-L-D)
Rob Wilkinson,Middleweight Division,11-2-0 (W-L-D)
James Wilks,Welterweight Division,8-4-0 (W-L-D)
Cole Williams,Welterweight Division,11-3-0 (W-L-D)
Khaos Williams,Welterweight Division,13-3-0 (W-L-D)
Pete Williams,Heavyweight Division,8-5-0 (W-L-D)
Tedd Williams,Heavyweight Division,0-0-0 (W-L-D)
Tim Williams,Middleweight Division,15-5-0 (W-L-D)
Patrick Williams,Bantamweight Division,8-7-0 (W-L-D)
Jordan Williams,Welterweight Division,9-6-0 (W-L-D)
Karl Williams,Heavyweight Division,8-1-0 (W-L-D)
Justin Willis,Heavyweight Division,8-2-0 (W-L-D)
Chris Wilson,Welterweight Division,13-6-0 (W-L-D)
Jonathan Wilson,Middleweight Division,7-3-0 (W-L-D)
Matt Wiman,Lightweight Division,16-10-0 (W-L-D)
Eddie Wineland,Bantamweight Division,24-16-1 (W-L-D)
Deron Winn,Middleweight Division,7-3-0 (W-L-D)
Andre Winner,Lightweight Division,12-6-1 (W-L-D)
Eric Wisely,Featherweight Division,19-8-0 (W-L-D)
Keith Wisniewski,Welterweight Division,28-14-1 (W-L-D)
Jason Witt,Welterweight Division,19-9-0 (W-L-D)
Travis Wiuff,Light Heavyweight Division,22-3-0 (W-L-D)
Ray Wizard,,0-0-0 (W-L-D)
Karolina Wojcik,Women's Strawweight Division,1-0-0 (W-L-D)
Danyelle Wolf,Women's Featherweight Division,1-1-0 (W-L-D)
Brandon Wolff,Welterweight Division,7-4-0 (W-L-D)
Joanne Wood,Women's Flyweight Division,16-8-0 (W-L-D)
Nathaniel Wood,Featherweight Division,19-5-0 (W-L-D)
Tyron Woodley,Welterweight Division,19-7-1 (W-L-D)
Sean Woodson,Featherweight Division,9-1-1 (W-L-D)
Cal Worsham,,0-0-0 (W-L-D)
Khama Worthy,Lightweight Division,16-9-0 (W-L-D)
Justin Wren,Heavyweight Division,10-2-0 (W-L-D)
Jordan Wright,Light Heavyweight Division,12-5-0 (W-L-D)
Marcin Wrzosek,Lightweight Division,10-4-0 (W-L-D)
Jamie Yager,Middleweight Division,2-2-0 (W-L-D)
Eddie Yagin,Featherweight Division,16-5-1 (W-L-D)
Rani Yahya,Bantamweight Division,28-11-1 (W-L-D)
Alexander Yakovlev,Lightweight Division,24-10-1 (W-L-D)
Keichiro Yamamiya,Middleweight Division,0-0-0 (W-L-D)
Kenichi Yamamoto,Welterweight Division,0-0-0 (W-L-D)
Norifumi Yamamoto,Bantamweight Division,18-6-0 (W-L-D)
Xiaonan Yan,Women's Strawweight Division,16-3-0 (W-L-D)
Petr Yan,Bantamweight Division,16-5-0 (W-L-D)
Qihui Yan,Women's Flyweight Division,0-1-0 (W-L-D)
Wu Yanan,Women's Bantamweight Division,12-6-0 (W-L-D)
Adam Yandiev,Middleweight Division,9-1-0 (W-L-D)
Adrian Yanez,Bantamweight Division,16-4-0 (W-L-D)
Jianping Yang,Featherweight Division,7-4-1 (W-L-D)
Dongi Yang,Middleweight Division,12-3-0 (W-L-D)
Masutatsu Yano,,0-0-0 (W-L-D)
Hu Yaozong,Middleweight Division,3-3-0 (W-L-D)
Emmanuel Yarbrough,,0-0-0 (W-L-D)
Cale Yarbrough,Middleweight Division,0-1-0 (W-L-D)
Ashley Yoder,Women's Strawweight Division,8-8-0 (W-L-D)
Sang Hoon Yoo,Lightweight Division,0-0-0 (W-L-D)
Jason Young,Featherweight Division,9-6-0 (W-L-D)
Shane Young,Featherweight Division,13-7-0 (W-L-D)
Shanna Young,Women's Flyweight Division,9-6-0 (W-L-D)
Besam Yousef,Welterweight Division,6-2-0 (W-L-D)
Rob Yundt,Middleweight Division,7-2-0 (W-L-D)
Sodiq Yusuff,Featherweight Division,13-2-0 (W-L-D)
Gilbert Yvel,Heavyweight Division,36-16-1 (W-L-D)
Luke Zachrich,Middleweight Division,14-4-0 (W-L-D)
Anton Zafir,Welterweight Division,7-3-0 (W-L-D)
Aiemann Zahabi,Bantamweight Division,9-2-0 (W-L-D)
Joao Zaiden,Light Heavyweight Division,0-0-0 (W-L-D)
Youssef Zalal,Bantamweight Division,10-5-1 (W-L-D)
Zach Zane,Featherweight Division,12-7-0 (W-L-D)
Roger Zapata,Welterweight Division,4-3-0 (W-L-D)
David Zawada,Welterweight Division,17-7-0 (W-L-D)
Daniel Zellhuber,Lightweight Division,13-1-0 (W-L-D)
Yi Zha,Featherweight Division,21-4-0 (W-L-D)
Tiequan Zhang,Lightweight Division,18-4-0 (W-L-D)
Zhang Weili,Women's Strawweight Division,23-3-0 (W-L-D)
Daermisi Zhawupasi,N/A,N/A
Lv Zhenhong,Featherweight Division,0-0-0 (W-L-D)
Shang Zhifa,Flyweight Division,0-1-0 (W-L-D)
Yao Zhikui,Flyweight Division,2-5-0 (W-L-D)
Zhalgas Zhumagulov,Flyweight Division,14-8-0 (W-L-D)
Farès Ziam,Lightweight Division,13-4-0 (W-L-D)
James Zikic,Light Heavyweight Division,16-3-0 (W-L-D)
Cat Zingano,Women's Featherweight Division,10-4-0 (W-L-D)
Igor Zinoviev,Middleweight Division,0-0-0 (W-L-D)
Allan Zuniga,Lightweight Division,13-2-0 (W-L-D)
